creditLimit,amount,isCardPresent,merchantCategoryCode,transactionType,geoLocation,timeOfDay,isForeignTransaction,paymentDueInDays,lastPaymentAmount,isFlaggedFraud,availableCredit,isFraud
2364,4175,False,Travel,Bill Payment,"Delhi, IN",11:01,0,38,134,0,0,1
3708,1779,True,Travel,Cash Advance,"Delhi, IN",01:11,0,23,2620,0,1929,0
13982,4801,False,Travel,Purchase,"Chicago, US",09:00,0,53,2573,0,9181,1
18308,982,False,Fuel,Cash Advance,"Delhi, IN",14:15,0,6,2305,0,17326,0
1151,1266,True,Fuel,Purchase,"Berlin, DE",15:54,0,18,6587,0,0,0
18296,744,False,Clothing,Purchase,"London, UK",01:16,0,0,2348,0,17552,0
3321,2432,False,Electronics,Bill Payment,"Berlin, DE",13:32,0,32,7955,0,889,0
14865,375,False,Pharmacy,Cash Advance,"Los Angeles, US",10:51,0,32,5145,0,14490,0
1495,1754,False,Clothing,Cash Advance,"Los Angeles, US",11:48,0,10,5562,0,0,0
12987,3898,False,Clothing,Bill Payment,"New York, US",04:46,0,58,5110,0,9089,1
3148,2537,False,Pharmacy,Bill Payment,"New York, US",09:59,0,59,7143,0,611,0
1556,1992,True,Pharmacy,Purchase,"Chicago, US",09:46,0,22,9878,0,0,0
14393,2929,False,Clothing,Bill Payment,"Berlin, DE",06:28,0,49,7375,0,11464,0
2552,3447,False,Pharmacy,Cash Advance,"Chicago, US",04:07,0,44,9880,0,0,1
19504,592,False,Utilities,Bill Payment,"London, UK",23:11,0,27,4723,0,18912,0
4085,4629,False,Groceries,Bill Payment,"New York, US",17:36,0,53,6344,0,0,1
1156,2570,True,Travel,Bill Payment,"Los Angeles, US",19:40,0,46,380,0,0,0
9926,2873,False,Restaurants,Bill Payment,"London, UK",18:05,0,16,6046,0,7053,0
8162,1177,True,Utilities,Bill Payment,"New York, US",06:41,0,9,1138,0,6985,0
9055,1336,False,Electronics,Purchase,"London, UK",06:05,0,7,6446,0,7719,0
5654,4694,False,Electronics,Bill Payment,"Berlin, DE",15:03,0,52,141,0,960,1
12468,113,True,Travel,Bill Payment,"Delhi, IN",07:37,0,8,4623,0,12355,0
1154,3773,True,Electronics,Cash Advance,"Delhi, IN",06:48,0,18,5267,0,0,0
8950,1846,False,Travel,Bill Payment,"London, UK",20:55,0,49,1524,0,7104,0
16323,1988,False,Electronics,Cash Advance,"New York, US",06:16,0,7,5893,0,14335,0
18380,4830,False,Clothing,Cash Advance,"Delhi, IN",12:05,0,58,9244,0,13550,1
5626,1986,False,Groceries,Cash Advance,"Delhi, IN",18:01,0,4,6403,0,3640,0
15259,3293,False,Utilities,Cash Advance,"London, UK",07:02,0,13,2055,0,11966,1
15873,3243,False,Utilities,Purchase,"Delhi, IN",23:35,0,44,3375,0,12630,1
14016,253,True,Electronics,Purchase,"Berlin, DE",15:43,0,32,7183,0,13763,0
10369,124,False,Utilities,Cash Advance,"Los Angeles, US",18:10,0,42,3374,0,10245,0
1153,1237,False,Electronics,Purchase,"Delhi, IN",13:22,0,43,6239,0,0,0
8853,624,False,Pharmacy,Purchase,"Berlin, DE",05:17,0,37,4321,0,8229,0
13379,3157,True,Pharmacy,Bill Payment,"London, UK",15:15,0,11,8779,0,10222,0
16792,3137,True,Pharmacy,Purchase,"Delhi, IN",20:13,0,2,9539,0,13655,0
6599,3390,True,Restaurants,Cash Advance,"Delhi, IN",22:45,0,39,7286,0,3209,0
19100,3418,False,Utilities,Cash Advance,"Chicago, US",22:00,0,28,7338,0,15682,1
15785,1656,True,Groceries,Cash Advance,"London, UK",23:37,0,21,33,0,14129,0
12049,1267,False,Utilities,Cash Advance,"London, UK",22:01,0,33,7941,0,10782,0
1786,2946,False,Clothing,Bill Payment,"Berlin, DE",10:58,0,5,5424,0,0,0
5368,1161,False,Groceries,Purchase,"Chicago, US",06:23,0,34,9266,0,4207,0
15923,2295,False,Utilities,Cash Advance,"Chicago, US",23:39,0,38,1544,0,13628,0
5272,441,False,Groceries,Bill Payment,"Berlin, DE",15:53,0,15,7533,0,4831,0
6994,2093,False,Utilities,Cash Advance,"Los Angeles, US",18:38,0,30,527,0,4901,0
8011,2706,False,Electronics,Purchase,"Delhi, IN",13:29,0,48,3258,0,5305,0
15086,3760,True,Fuel,Bill Payment,"New York, US",01:43,1,43,6327,0,11326,1
10261,554,True,Pharmacy,Purchase,"New York, US",16:17,0,14,7360,0,9707,0
19733,4905,True,Electronics,Bill Payment,"Chicago, US",18:11,0,45,3155,0,14828,0
8011,1113,False,Travel,Cash Advance,"London, UK",19:38,0,0,895,0,6898,0
2212,2778,True,Pharmacy,Cash Advance,"London, UK",04:16,0,57,5513,0,0,0
15141,1834,False,Utilities,Purchase,"Berlin, DE",14:21,0,43,5080,0,13307,0
10344,1315,True,Restaurants,Purchase,"Los Angeles, US",07:20,0,19,1526,0,9029,0
7704,3494,True,Groceries,Bill Payment,"New York, US",02:44,0,22,603,0,4210,0
16896,3139,False,Travel,Purchase,"Berlin, DE",16:45,0,19,8994,0,13757,1
19895,3113,True,Clothing,Purchase,"Berlin, DE",00:17,0,31,1085,0,16782,0
1143,99,False,Pharmacy,Cash Advance,"London, UK",09:23,0,45,2080,0,1044,0
11681,3926,True,Travel,Cash Advance,"Los Angeles, US",11:09,0,47,142,0,7755,0
8367,1480,True,Pharmacy,Cash Advance,"Los Angeles, US",16:16,0,24,9577,0,6887,0
4228,4397,True,Fuel,Cash Advance,"Chicago, US",09:30,0,46,9713,0,0,0
5582,1223,False,Utilities,Cash Advance,"New York, US",10:43,0,7,5234,0,4359,0
14147,4584,False,Groceries,Cash Advance,"Los Angeles, US",02:05,0,52,1908,0,9563,1
12397,1005,True,Electronics,Cash Advance,"Los Angeles, US",14:28,0,32,5476,0,11392,0
7031,477,True,Groceries,Bill Payment,"Los Angeles, US",19:39,0,44,9609,0,6554,0
5243,1136,False,Pharmacy,Cash Advance,"New York, US",07:55,0,29,3575,0,4107,0
14647,2857,True,Restaurants,Cash Advance,"Chicago, US",15:00,0,2,6735,0,11790,0
12496,1706,True,Groceries,Cash Advance,"Delhi, IN",10:45,0,23,753,0,10790,0
10549,518,False,Travel,Cash Advance,"London, UK",07:39,0,11,7774,0,10031,0
16146,1221,True,Travel,Cash Advance,"Berlin, DE",11:58,0,30,4359,0,14925,0
5185,2507,True,Electronics,Purchase,"Berlin, DE",04:25,0,6,1260,0,2678,0
13486,4326,False,Electronics,Purchase,"New York, US",08:26,0,39,1533,0,9160,1
8328,1192,False,Electronics,Cash Advance,"New York, US",10:27,0,16,1594,0,7136,0
17684,3881,False,Clothing,Cash Advance,"Berlin, DE",22:56,0,49,3920,0,13803,1
18107,3244,False,Utilities,Cash Advance,"New York, US",18:36,0,9,3246,0,14863,1
4010,1978,True,Restaurants,Bill Payment,"Delhi, IN",17:01,0,14,1595,0,2032,0
6555,2243,False,Clothing,Cash Advance,"London, UK",10:29,0,54,3240,0,4312,0
1067,3091,False,Pharmacy,Bill Payment,"London, UK",19:35,0,20,7219,0,0,1
13185,1888,True,Clothing,Bill Payment,"Los Angeles, US",12:18,0,20,3299,0,11297,0
19890,4560,False,Clothing,Cash Advance,"Berlin, DE",14:24,0,59,7415,0,15330,1
2537,974,False,Pharmacy,Purchase,"Berlin, DE",02:54,0,28,2379,0,1563,0
17781,66,True,Groceries,Cash Advance,"Berlin, DE",10:34,0,41,2935,0,17715,0
12549,2907,False,Fuel,Cash Advance,"Los Angeles, US",03:34,0,40,3509,0,9642,0
6680,571,False,Pharmacy,Purchase,"Berlin, DE",09:36,0,0,7500,0,6109,0
9747,3893,True,Utilities,Purchase,"Chicago, US",01:52,0,20,98,0,5854,0
16116,308,False,Groceries,Cash Advance,"New York, US",11:12,1,54,9927,0,15808,0
3941,3409,False,Pharmacy,Cash Advance,"Chicago, US",11:30,0,4,7158,0,532,1
11849,3743,True,Electronics,Bill Payment,"New York, US",21:04,0,14,5386,0,8106,0
8067,783,True,Pharmacy,Purchase,"London, UK",17:50,0,45,6151,0,7284,0
11151,4217,False,Restaurants,Bill Payment,"Berlin, DE",10:09,0,25,1597,0,6934,1
18985,766,False,Pharmacy,Bill Payment,"Chicago, US",09:21,0,10,5520,0,18219,0
18864,3476,False,Clothing,Bill Payment,"London, UK",12:58,1,54,2892,0,15388,1
16126,773,True,Groceries,Bill Payment,"Los Angeles, US",08:27,0,48,4067,0,15353,0
16613,3858,False,Utilities,Purchase,"Berlin, DE",03:14,1,20,6028,0,12755,1
7447,3186,False,Travel,Purchase,"London, UK",22:11,0,45,9045,0,4261,1
6499,540,True,Utilities,Purchase,"Delhi, IN",10:51,0,5,3181,0,5959,0
7273,2050,False,Clothing,Cash Advance,"Chicago, US",09:32,0,53,9785,0,5223,0
2299,3284,False,Utilities,Bill Payment,"Berlin, DE",12:33,0,3,9047,0,0,1
7701,4676,False,Groceries,Cash Advance,"Berlin, DE",18:06,0,44,2461,0,3025,1
5994,1664,True,Travel,Purchase,"New York, US",21:24,0,20,5004,0,4330,0
16627,1048,True,Pharmacy,Purchase,"London, UK",01:45,0,55,3079,0,15579,0
8489,3837,False,Groceries,Cash Advance,"Berlin, DE",13:24,0,53,3647,0,4652,1
9269,3440,False,Pharmacy,Bill Payment,"Berlin, DE",20:31,0,16,5939,0,5829,1
3831,506,True,Groceries,Purchase,"Chicago, US",03:12,0,52,3973,0,3325,0
12602,3248,False,Pharmacy,Bill Payment,"New York, US",16:46,0,30,5446,0,9354,1
12819,3501,True,Clothing,Bill Payment,"Berlin, DE",00:24,0,43,1973,0,9318,0
18916,1911,True,Pharmacy,Purchase,"Berlin, DE",19:38,0,22,4373,0,17005,0
2996,733,True,Groceries,Cash Advance,"Chicago, US",19:22,0,31,3262,0,2263,0
12619,3514,True,Electronics,Bill Payment,"Chicago, US",02:34,0,43,8695,0,9105,0
17661,1572,True,Utilities,Cash Advance,"Delhi, IN",09:05,0,55,9949,0,16089,0
4089,4610,False,Travel,Bill Payment,"London, UK",23:50,0,35,699,0,0,1
1523,2943,True,Pharmacy,Bill Payment,"Delhi, IN",04:27,1,33,8851,0,0,1
13410,4457,False,Restaurants,Purchase,"Los Angeles, US",03:11,1,51,4190,0,8953,1
16732,2322,False,Fuel,Cash Advance,"Berlin, DE",06:07,0,5,1650,0,14410,0
9167,3336,False,Utilities,Bill Payment,"Chicago, US",02:29,0,37,7852,0,5831,1
6190,4623,True,Clothing,Cash Advance,"London, UK",00:57,0,21,6777,0,1567,0
5575,4375,False,Travel,Bill Payment,"Los Angeles, US",14:07,0,32,7481,0,1200,1
8727,2754,False,Electronics,Cash Advance,"Berlin, DE",01:31,0,10,7371,0,5973,0
16378,1373,False,Travel,Cash Advance,"Los Angeles, US",13:16,0,54,676,0,15005,0
2797,1445,True,Restaurants,Purchase,"Delhi, IN",00:11,1,22,8413,0,1352,1
3131,3377,False,Clothing,Bill Payment,"Los Angeles, US",06:49,0,52,6730,0,0,1
15900,290,True,Travel,Bill Payment,"New York, US",18:54,0,43,6089,0,15610,0
18199,2066,True,Utilities,Bill Payment,"New York, US",13:06,0,35,4829,1,16133,1
12332,64,False,Electronics,Bill Payment,"New York, US",18:12,0,27,5341,0,12268,0
7666,3946,False,Clothing,Purchase,"Berlin, DE",09:33,0,47,6573,0,3720,1
17526,330,True,Electronics,Purchase,"Los Angeles, US",16:50,0,58,3305,0,17196,0
13479,4859,True,Clothing,Bill Payment,"Berlin, DE",01:08,0,18,120,0,8620,0
2410,1964,False,Fuel,Cash Advance,"Berlin, DE",20:29,0,58,7728,0,446,0
13665,3089,False,Restaurants,Purchase,"Chicago, US",10:33,0,42,3450,0,10576,1
1534,2491,False,Fuel,Cash Advance,"London, UK",15:46,0,42,9783,0,0,0
4364,141,False,Utilities,Cash Advance,"New York, US",03:22,0,12,6311,0,4223,0
18416,4540,False,Utilities,Cash Advance,"New York, US",17:26,0,12,8985,0,13876,1
4342,2474,True,Utilities,Bill Payment,"New York, US",23:59,0,7,7763,1,1868,1
14465,3904,True,Groceries,Purchase,"Delhi, IN",06:08,1,42,7257,0,10561,1
5500,450,True,Utilities,Bill Payment,"Delhi, IN",07:10,0,47,5730,0,5050,0
2172,1826,True,Electronics,Cash Advance,"New York, US",23:20,0,12,7439,0,346,0
9007,4447,True,Fuel,Bill Payment,"New York, US",14:14,1,55,2122,0,4560,1
2641,4695,False,Electronics,Cash Advance,"Berlin, DE",18:25,0,34,4232,0,0,1
17855,4807,True,Clothing,Bill Payment,"Delhi, IN",03:36,0,26,2308,0,13048,0
9738,870,False,Pharmacy,Bill Payment,"London, UK",07:00,0,10,3283,0,8868,0
5726,3565,True,Electronics,Purchase,"Chicago, US",16:09,1,20,6007,0,2161,1
12789,3660,True,Groceries,Purchase,"London, UK",02:26,0,7,6753,0,9129,0
12017,3603,False,Electronics,Cash Advance,"Berlin, DE",04:33,0,41,8989,0,8414,1
1363,393,True,Clothing,Cash Advance,"Chicago, US",01:47,0,25,1567,0,970,0
11358,842,True,Pharmacy,Cash Advance,"Los Angeles, US",14:55,0,29,4311,0,10516,0
4309,2449,True,Clothing,Bill Payment,"Los Angeles, US",18:12,0,21,4880,0,1860,0
17929,2792,True,Fuel,Cash Advance,"London, UK",01:49,0,49,363,0,15137,0
4240,2954,False,Utilities,Purchase,"Delhi, IN",17:26,0,48,4326,0,1286,0
7665,1359,True,Restaurants,Cash Advance,"New York, US",22:15,0,38,8170,0,6306,0
13921,991,True,Travel,Cash Advance,"Los Angeles, US",01:46,0,49,382,0,12930,0
2936,1039,True,Pharmacy,Bill Payment,"Berlin, DE",01:01,0,9,2201,0,1897,0
14968,28,True,Fuel,Purchase,"Delhi, IN",03:37,0,25,5156,0,14940,0
12197,388,True,Pharmacy,Cash Advance,"Delhi, IN",12:48,0,51,5432,0,11809,0
12998,833,True,Groceries,Purchase,"Chicago, US",15:41,0,26,4107,0,12165,0
1882,250,True,Travel,Cash Advance,"Los Angeles, US",05:30,0,21,7392,0,1632,0
7923,2028,True,Electronics,Purchase,"London, UK",13:30,0,12,2202,0,5895,0
14708,1529,False,Fuel,Cash Advance,"Berlin, DE",04:08,0,38,518,0,13179,0
6204,4194,False,Travel,Cash Advance,"Delhi, IN",22:34,0,54,5097,0,2010,1
8288,1839,False,Utilities,Bill Payment,"London, UK",05:31,0,6,235,0,6449,0
4203,1361,True,Utilities,Bill Payment,"London, UK",10:35,1,51,5157,0,2842,1
3244,3110,True,Fuel,Purchase,"Berlin, DE",21:29,0,42,6063,0,134,0
1018,1324,False,Utilities,Purchase,"Los Angeles, US",22:27,0,41,4393,0,0,0
18025,2227,False,Electronics,Purchase,"Berlin, DE",20:12,0,57,1267,0,15798,0
4083,3681,False,Clothing,Purchase,"London, UK",23:46,0,11,2170,0,402,1
9521,892,False,Fuel,Bill Payment,"London, UK",01:26,0,12,9707,0,8629,0
18249,1306,True,Groceries,Purchase,"New York, US",23:51,0,11,8073,0,16943,0
1773,4549,False,Travel,Cash Advance,"Berlin, DE",06:26,0,11,7018,0,0,1
5732,4193,True,Travel,Cash Advance,"London, UK",17:00,1,37,9480,0,1539,1
7795,262,False,Travel,Cash Advance,"New York, US",10:32,0,2,3179,0,7533,0
7984,2341,True,Fuel,Bill Payment,"Los Angeles, US",03:52,0,7,5345,0,5643,0
3567,1794,True,Electronics,Purchase,"London, UK",05:18,0,48,1197,0,1773,0
17121,2297,True,Fuel,Cash Advance,"Delhi, IN",00:55,0,30,3932,0,14824,0
2674,2293,True,Fuel,Cash Advance,"Berlin, DE",22:14,0,12,6481,0,381,0
11875,2171,False,Utilities,Bill Payment,"London, UK",04:19,0,7,9909,0,9704,0
12572,325,True,Clothing,Bill Payment,"New York, US",15:06,0,36,1628,0,12247,0
1739,986,True,Travel,Bill Payment,"Delhi, IN",12:54,0,23,7798,0,753,0
2545,4783,False,Electronics,Cash Advance,"Los Angeles, US",23:05,0,27,2901,0,0,1
10327,3853,False,Restaurants,Bill Payment,"Berlin, DE",01:19,0,3,9743,0,6474,1
6127,1740,False,Pharmacy,Cash Advance,"Chicago, US",06:29,0,15,2988,0,4387,0
10065,1861,False,Electronics,Purchase,"Chicago, US",13:35,0,17,8735,0,8204,0
11492,3138,True,Utilities,Cash Advance,"New York, US",02:03,1,3,8615,0,8354,1
14749,3899,False,Fuel,Purchase,"Los Angeles, US",14:38,0,42,3417,0,10850,1
10045,836,True,Groceries,Cash Advance,"Los Angeles, US",20:14,1,39,8146,0,9209,0
19667,4155,False,Electronics,Purchase,"London, UK",11:02,1,57,993,0,15512,1
10521,2779,True,Travel,Cash Advance,"Chicago, US",20:00,0,32,9723,0,7742,0
9669,1397,False,Groceries,Cash Advance,"London, UK",12:58,0,58,3003,0,8272,0
12283,1677,False,Restaurants,Cash Advance,"Los Angeles, US",10:50,0,44,4426,0,10606,0
7998,4332,False,Restaurants,Cash Advance,"New York, US",06:24,0,52,3515,0,3666,1
14440,4314,False,Pharmacy,Bill Payment,"New York, US",22:46,0,26,1572,0,10126,1
13697,1838,True,Groceries,Cash Advance,"Delhi, IN",18:45,0,53,5653,0,11859,0
14733,3722,False,Utilities,Cash Advance,"New York, US",15:47,0,35,1932,0,11011,1
2269,3673,True,Restaurants,Bill Payment,"Chicago, US",03:36,0,3,911,0,0,0
8868,3023,True,Groceries,Bill Payment,"Delhi, IN",21:00,0,35,4411,0,5845,0
13373,4685,False,Fuel,Bill Payment,"Chicago, US",22:22,1,12,5846,0,8688,1
19987,1672,False,Groceries,Bill Payment,"London, UK",11:25,0,50,6815,0,18315,0
6961,917,True,Fuel,Bill Payment,"London, UK",02:49,0,47,7850,0,6044,0
16734,918,True,Pharmacy,Bill Payment,"New York, US",15:52,0,59,6303,0,15816,0
10661,1134,True,Utilities,Bill Payment,"Delhi, IN",02:18,0,13,7013,0,9527,0
9569,1837,True,Travel,Bill Payment,"Chicago, US",05:50,0,41,155,0,7732,0
8557,2139,True,Travel,Bill Payment,"Chicago, US",17:04,0,36,9120,0,6418,0
19064,4008,False,Restaurants,Bill Payment,"Los Angeles, US",06:59,1,46,6887,0,15056,1
9433,1906,False,Clothing,Bill Payment,"New York, US",01:17,0,5,5456,0,7527,0
16653,3990,True,Clothing,Purchase,"Berlin, DE",05:57,0,50,2729,0,12663,0
10111,3486,False,Groceries,Cash Advance,"London, UK",02:39,0,13,7553,0,6625,1
6682,4798,True,Utilities,Cash Advance,"Berlin, DE",00:15,0,58,6898,0,1884,0
16479,2121,False,Pharmacy,Bill Payment,"Los Angeles, US",16:26,1,42,1697,0,14358,1
16047,2733,True,Fuel,Bill Payment,"London, UK",15:40,0,2,9069,0,13314,0
9084,2770,False,Travel,Purchase,"London, UK",17:24,0,24,5541,0,6314,0
17453,1322,False,Utilities,Bill Payment,"Chicago, US",18:35,0,33,2315,0,16131,0
7200,3717,True,Travel,Purchase,"London, UK",05:08,0,5,5012,0,3483,0
11278,3355,False,Travel,Cash Advance,"Delhi, IN",19:14,0,55,1114,0,7923,1
3007,1529,True,Restaurants,Cash Advance,"London, UK",02:31,0,39,1319,1,1478,1
16802,4744,True,Travel,Bill Payment,"Delhi, IN",04:54,0,0,356,0,12058,0
14329,760,False,Pharmacy,Purchase,"London, UK",13:50,0,59,7165,0,13569,0
3779,3413,True,Clothing,Purchase,"Los Angeles, US",16:53,0,45,8509,0,366,0
1755,1358,False,Pharmacy,Cash Advance,"Chicago, US",02:13,0,47,9532,0,397,0
7495,2191,False,Electronics,Cash Advance,"Los Angeles, US",18:33,0,48,2899,0,5304,0
11187,3482,True,Restaurants,Purchase,"Chicago, US",11:54,0,7,1019,1,7705,1
10513,949,False,Groceries,Purchase,"Los Angeles, US",02:31,0,16,6445,0,9564,0
19714,2080,True,Electronics,Cash Advance,"New York, US",17:05,0,12,7400,0,17634,0
18400,1767,True,Restaurants,Purchase,"London, UK",05:19,0,18,9179,0,16633,0
8347,28,False,Utilities,Cash Advance,"London, UK",18:59,0,40,9628,0,8319,0
15249,2471,True,Restaurants,Purchase,"New York, US",17:34,0,34,1073,0,12778,0
15879,2539,False,Pharmacy,Bill Payment,"New York, US",01:33,0,49,8552,0,13340,0
15057,160,False,Fuel,Cash Advance,"Delhi, IN",13:19,0,32,3007,0,14897,0
13057,2893,True,Electronics,Purchase,"Los Angeles, US",18:51,0,44,3573,0,10164,0
5938,4114,False,Electronics,Cash Advance,"London, UK",17:15,0,44,3557,0,1824,1
1737,3723,True,Pharmacy,Purchase,"Delhi, IN",09:18,0,43,869,0,0,0
7200,3732,True,Clothing,Bill Payment,"Berlin, DE",08:26,0,32,6281,0,3468,0
9371,2472,True,Electronics,Bill Payment,"London, UK",07:53,0,41,876,0,6899,0
17615,4851,True,Travel,Bill Payment,"New York, US",01:58,1,50,3764,0,12764,1
19301,1571,False,Clothing,Cash Advance,"Delhi, IN",13:35,0,53,1819,0,17730,0
9534,837,True,Utilities,Bill Payment,"Berlin, DE",19:54,0,38,1,0,8697,0
3623,4990,True,Travel,Cash Advance,"Delhi, IN",23:05,0,45,9884,0,0,0
9646,3939,True,Clothing,Bill Payment,"Delhi, IN",06:45,0,37,4915,0,5707,0
14543,2287,False,Groceries,Cash Advance,"Los Angeles, US",20:54,0,37,7676,0,12256,0
13817,3406,False,Utilities,Bill Payment,"Berlin, DE",03:36,0,8,2189,0,10411,1
19660,2671,True,Clothing,Purchase,"Delhi, IN",12:06,0,51,6171,0,16989,0
5497,4113,False,Groceries,Purchase,"London, UK",06:26,0,47,2304,0,1384,1
8933,4748,False,Clothing,Cash Advance,"Los Angeles, US",14:11,0,36,3002,0,4185,1
19519,4356,True,Groceries,Bill Payment,"London, UK",01:49,0,46,3057,0,15163,0
7727,1628,True,Travel,Bill Payment,"Berlin, DE",06:26,0,0,7927,0,6099,0
13156,1867,False,Utilities,Purchase,"Delhi, IN",07:08,0,35,5092,0,11289,0
18949,205,False,Utilities,Bill Payment,"Delhi, IN",20:54,0,41,3156,0,18744,0
17692,3580,False,Clothing,Bill Payment,"Berlin, DE",01:34,0,37,3314,0,14112,1
9627,3175,True,Fuel,Cash Advance,"London, UK",23:03,0,54,5325,0,6452,0
9368,792,False,Clothing,Purchase,"Chicago, US",00:44,1,58,4880,0,8576,0
17522,4093,False,Groceries,Bill Payment,"Delhi, IN",16:47,0,1,1294,0,13429,1
17577,3748,False,Utilities,Bill Payment,"Delhi, IN",01:29,0,9,478,0,13829,1
16577,1106,False,Restaurants,Cash Advance,"Los Angeles, US",00:11,0,53,7725,0,15471,0
14472,1091,True,Travel,Cash Advance,"London, UK",09:00,0,50,5296,0,13381,0
1942,1608,True,Fuel,Cash Advance,"Delhi, IN",11:51,1,22,4877,0,334,1
5620,1840,True,Restaurants,Cash Advance,"London, UK",15:28,0,8,3811,0,3780,0
17195,3398,False,Pharmacy,Bill Payment,"Los Angeles, US",09:48,0,10,4570,0,13797,1
12154,67,True,Restaurants,Bill Payment,"London, UK",23:03,0,35,3458,0,12087,0
7353,4780,False,Travel,Bill Payment,"London, UK",17:52,0,55,9059,0,2573,1
10145,1279,False,Clothing,Cash Advance,"Los Angeles, US",03:54,0,41,7421,0,8866,0
10494,4159,True,Electronics,Bill Payment,"Delhi, IN",14:22,0,37,3461,0,6335,0
14562,814,False,Fuel,Purchase,"London, UK",13:20,0,34,1405,0,13748,0
3880,403,False,Clothing,Purchase,"Chicago, US",18:50,0,12,9690,0,3477,0
1545,2003,False,Travel,Bill Payment,"Delhi, IN",13:49,0,18,5653,0,0,0
15132,4167,True,Electronics,Cash Advance,"Los Angeles, US",21:12,0,34,533,0,10965,0
14304,2926,True,Pharmacy,Purchase,"New York, US",19:39,0,51,4831,0,11378,0
2927,2994,True,Travel,Bill Payment,"Berlin, DE",18:50,0,29,4442,0,0,0
17388,1087,True,Travel,Purchase,"Chicago, US",04:33,0,17,9414,0,16301,0
12673,4341,True,Restaurants,Purchase,"Delhi, IN",21:07,0,11,3302,0,8332,0
16372,2567,True,Utilities,Purchase,"Berlin, DE",19:37,0,11,3403,0,13805,0
3663,4489,True,Clothing,Purchase,"Los Angeles, US",09:28,0,20,9551,0,0,0
16033,772,True,Pharmacy,Bill Payment,"Chicago, US",14:29,0,11,9449,0,15261,0
10465,3673,True,Travel,Purchase,"Delhi, IN",16:09,0,55,5117,0,6792,0
4326,3249,True,Clothing,Bill Payment,"Berlin, DE",17:59,0,27,8120,0,1077,0
4659,1670,False,Electronics,Purchase,"New York, US",07:52,1,28,9530,0,2989,1
18515,1557,True,Restaurants,Purchase,"Delhi, IN",18:30,0,38,8361,0,16958,0
5763,2959,False,Electronics,Purchase,"New York, US",18:31,0,40,3508,0,2804,0
11828,1152,False,Electronics,Bill Payment,"New York, US",14:36,0,43,9509,0,10676,0
15820,1218,True,Restaurants,Purchase,"London, UK",18:09,0,50,7512,0,14602,0
12221,2232,True,Clothing,Purchase,"Los Angeles, US",21:29,1,3,8067,0,9989,1
12211,4343,False,Electronics,Cash Advance,"London, UK",00:02,0,30,7347,0,7868,1
14569,3945,True,Groceries,Purchase,"New York, US",18:26,0,23,6651,0,10624,0
6092,2043,True,Clothing,Cash Advance,"Los Angeles, US",12:41,0,41,4395,0,4049,0
7022,706,False,Utilities,Bill Payment,"Los Angeles, US",13:30,0,58,7702,0,6316,0
13569,2670,True,Utilities,Purchase,"Los Angeles, US",12:07,1,50,3785,0,10899,1
14515,2114,True,Travel,Purchase,"Chicago, US",12:50,0,48,7390,0,12401,0
7159,2978,False,Restaurants,Cash Advance,"Delhi, IN",18:55,0,17,8954,0,4181,0
14223,4350,False,Utilities,Cash Advance,"New York, US",07:08,0,41,899,0,9873,1
9445,4379,False,Restaurants,Purchase,"Los Angeles, US",03:31,0,25,2690,0,5066,1
12022,423,True,Clothing,Bill Payment,"Berlin, DE",06:05,1,55,2525,0,11599,0
4044,2022,False,Groceries,Cash Advance,"Chicago, US",13:31,0,43,5156,0,2022,0
10612,3794,True,Pharmacy,Purchase,"Chicago, US",18:31,0,54,17,0,6818,0
6636,4132,True,Groceries,Cash Advance,"Berlin, DE",12:51,0,19,3844,0,2504,0
12593,531,True,Groceries,Bill Payment,"New York, US",07:22,0,7,5672,0,12062,0
17179,91,False,Groceries,Cash Advance,"London, UK",18:13,0,50,2907,0,17088,0
3892,3373,True,Fuel,Purchase,"Chicago, US",00:52,0,32,5771,0,519,0
6812,1943,True,Pharmacy,Cash Advance,"New York, US",23:36,0,3,1749,0,4869,0
1654,3806,False,Restaurants,Bill Payment,"Chicago, US",04:46,0,37,1541,0,0,1
18143,1241,False,Electronics,Purchase,"New York, US",18:10,0,21,1468,0,16902,0
2798,1759,True,Restaurants,Purchase,"Los Angeles, US",21:40,0,35,5118,0,1039,0
6159,98,False,Utilities,Purchase,"London, UK",00:05,0,47,9663,1,6061,1
12618,1480,True,Pharmacy,Purchase,"Berlin, DE",12:36,0,30,7535,0,11138,0
9446,4627,True,Restaurants,Bill Payment,"Chicago, US",18:48,0,7,4572,0,4819,0
4823,1833,True,Restaurants,Purchase,"Berlin, DE",11:12,0,8,4062,0,2990,0
17099,2586,False,Pharmacy,Bill Payment,"Chicago, US",19:29,0,46,8772,0,14513,0
19260,3648,False,Groceries,Bill Payment,"Chicago, US",00:22,0,17,5002,0,15612,1
8787,80,True,Groceries,Cash Advance,"Delhi, IN",09:15,1,34,7101,1,8707,1
12196,4710,True,Fuel,Cash Advance,"Delhi, IN",21:04,0,59,2960,0,7486,0
7380,2224,True,Clothing,Purchase,"Berlin, DE",20:00,0,23,4026,0,5156,0
18392,2570,True,Restaurants,Purchase,"Los Angeles, US",09:12,0,16,1688,0,15822,0
10702,1773,False,Travel,Bill Payment,"Chicago, US",19:05,0,0,2415,0,8929,0
19892,4519,False,Pharmacy,Cash Advance,"London, UK",04:25,1,38,3551,0,15373,1
